dicNo,name,engName,thumbnail
1219,진열대,display stand,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1219.jpg
1220,차 찌꺼기,tea grounds,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1220.jpg
1221,찬장,cupboard,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1221.jpg
1222,찻잔(도자기류),Teacup (porcelain),https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1222.jpg
1223,책,book,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1223.jpg
1224,"책상, 책장","desk, bookshelf",https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1224.jpg
1225,천체망원경,astronomical telescope,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1225.jpg
1226,철사,wire,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1226.jpg
1227,철판(가정요리용),Teppanyaki (for home cooking),https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1227.jpg
1228,청소기,vacuum cleaner,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1228.jpg
1229,"체온계(건전지, 디지털)","Thermometer (battery, digital)",https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1229.jpg
1230,체중계,the scale,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1230.jpg
1231,축구공,soccer ball,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1231.jpg
1232,충전식전지,rechargeable battery,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1232.jpg
1233,치약용기,toothpaste container,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1233.jpg
1234,치킨박스,chicken box,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1234.jpg
1235,"침구류(이불, 베개 등)","Bedding (duvets, pillows, etc.)",https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1235.jpg
1236,침대,bed,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1236.jpg
1237,칫솔,toothbrush,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1237.jpg
1238,"카펫, 융단","carpet, carpet",https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1238.jpg
1239,캐비넷,cabinet,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1239.jpg
1240,캔 따개,can opener,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1240.jpg
1241,캡(플라스틱 뚜껑),Cap (plastic lid),https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1241.jpg
1242,"커튼, 커튼 레일","curtains, curtain rails",https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1242.jpg
1243,커피메이커,coffee maker,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1243.jpg
1244,"커피원두, 찌꺼기","coffee beans, ground",https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1244.jpg
1245,컴퓨터,computer,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1245.jpg
1246,컵,cup,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1246.jpg
1247,코르크따개(와인따개),Cork opener (wine opener),https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1247.jpg
1248,코르크마개,cork,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1248.jpg
1249,코팅된 종이,coated paper,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1249.jpg
1250,콘센트,Power socket,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1250.jpg
1251,콘텍트렌즈,contact lenses,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1251.jpg
1252,쿠션,cushion,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1252.jpg
1253,크레용,crayon,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1253.jpg
1254,키보드(컴퓨터용),Keyboard (for computer),https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1254.jpg
1255,타이어,tire,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1255.jpg
1256,탁상달력,desk calendar,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1256.jpg
1257,탈수기,moon season,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1257.jpg
1258,텐트,tent,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1258.jpg
1259,텔레비전(TV),Television (TV),https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1259.jpg
1260,토스터기,toaster,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1260.jpg
1261,톱,top,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1261.jpg
1262,튀김기름,frying oil,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1262.jpg
1263,틀니,denture,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1263.jpg
1264,티백(녹차),Tea Bag (Green Tea),https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1264.jpg
1265,파인애플껍질,pineapple peel,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1265.jpg
1266,팩스(복합기),Facsimile (fax machine),https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1266.jpg
1267,페트병,plastic bottle,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1267.jpg
1268,"포스터, 포장지","poster, wrapping paper",https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1268.jpg
1269,프린터,printer,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1269.jpg
1270,피아노,piano,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1270.jpg
1271,피자 세이버(피자 삼발이),pizza saver,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1271.jpg
1272,피자박스,pizza box,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1272.jpg
1273,필름(사진용),Film (for photography),https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1273.jpg
1274,핫팩,hot pack,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1274.jpg
1275,항아리,jar,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1275.jpg
1276,헝겁류,Hungarian,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1276.jpg
1277,헤드폰(헤드셋),headphone,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1277.jpg
1278,헬멧,helmet,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1278.jpg
1279,형광등,Fluorescent lamp,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1279.jpg
1280,호일(사용 후),Foil (after use),https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1280.jpg
1281,화로,brazier,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1281.jpg
1282,"화분, 화병","flower pots, vases",https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1282.jpg
1283,화장대,Dressing table,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1283.jpg
1284,화장품냉장고,cosmetic refrigerator,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1284.jpg
1285,후라이팬,frying pan,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1285.jpg
1286,휴대용 플레이어(MP3등),"Portable player (MP3, etc.)",https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1286.jpg
1287,휴대전화,Cell Phone,https://res.cloudinary.com/hos3yyb97/image/upload/f_webp/v1647911958/dictionary/1287.jpg
,,,
,,,
